time,weekday_power,weekend_power
00:00,35834.30667742695,26668.2234635658
00:05,35568.57807083065,26362.0564431613
00:10,35250.77584680338,26243.893580334257
00:15,34330.68097410755,26052.172379058593
00:20,34485.37024941721,25479.747649535544
00:25,34191.69036287635,25631.3639056464
00:30,33836.364502759105,25004.16169004459
00:35,33974.01498412996,24701.516079459438
00:40,33152.51537973175,24627.370839374256
00:45,33944.532127202125,24478.29782368849
00:50,33583.65430052055,24952.514346027474
00:55,33814.15663650178,25080.263268918297
01:00,33055.45168841739,24623.066894039497
01:05,32660.687720981106,24408.65216281692
01:10,32219.9764440469,23927.979722475793
01:15,31172.37778749435,23231.131846002416
01:20,29788.59798311536,22655.381340538872
01:25,29486.302976043637,21682.689694883164
01:30,29104.94030721091,20869.43966049242
01:35,27751.026254005566,20108.228237876498
01:40,27362.77148874815,19858.59940846043
01:45,26339.1037225591,19771.151064613266
01:50,25745.80908866722,19231.39719285862
01:55,24980.97783264978,18686.75247413266
02:00,24033.697468501017,17971.12374528942
02:05,23241.87216815355,16889.072761355044
02:10,22697.587997726117,16698.9166311102
02:15,21650.94657678811,16237.807578654349
02:20,20385.48109436626,15874.711099503707
02:25,19892.69620000108,15329.283845262333
02:30,19199.274720828318,15070.851491297894
02:35,18136.16884732022,14690.343596929359
02:40,17045.877482359185,14502.926340988457
02:45,16365.47440754417,14182.869315185411
02:50,15873.455301670623,13889.809764664042
02:55,15273.07712423115,13755.80055764993
03:00,14230.456092874207,13620.813181241556
03:05,13385.217045235406,13037.432954502754
03:10,12888.411761289159,12183.491073310646
03:15,12196.713306222571,11757.009217411724
03:20,12193.841599378951,11376.696956922042
03:25,11504.823404033075,11302.160449079156
03:30,11028.69440936089,11254.621416517946
03:35,10712.232315193975,10729.3444517984
03:40,10218.107290968439,10777.47038599617
03:45,10086.008776161922,10443.32772091573
03:50,9716.707276072399,10353.140502764627
03:55,9517.602268248083,10240.651022424316
04:00,9668.8454953454,10173.548601977833
04:05,9477.589819560311,10084.339553220994
04:10,9424.176072268981,9927.636816259968
04:15,9439.491842101621,9978.89289251938
04:20,9474.9095598396,9738.654489288243
04:25,9491.18256528678,9834.90635768378
04:30,9709.623732524802,9867.772849331037
04:35,9792.13744249815,9682.507566057513
04:40,9991.62534456828,9700.505882911964
04:45,10355.757772339288,9846.44875653609
04:50,10395.004432535427,9547.324555770287
04:55,10338.718978400475,9500.372424845635
05:00,10517.91348544236,9698.549544123436
05:05,10659.967250640091,9546.542020254876
05:10,11036.160847154302,9434.052539914563
05:15,11151.98635651364,9502.524397513014
05:20,11466.916873697292,9396.686469053695
05:25,11938.642584542593,9501.54622811875
05:30,12109.030523930709,9326.649540424422
05:35,12313.113156950632,9376.731813410717
05:40,12688.732412096118,9403.924922571245
05:45,12804.17502720964,9386.513507353353
05:50,13116.042390426765,9135.906508543023
05:55,13170.796267578451,8920.709241805034
06:00,13158.735098835248,8741.704242654798
06:05,13209.468586405867,8714.902401251977
06:10,13130.01803039905,8510.073730093181
06:15,13269.582982998976,8440.81933697932
06:20,13073.924023387006,8276.68251262189
06:25,12577.310186563665,8028.618754236646
06:30,12165.698872311475,7990.665781739219
06:35,11852.682826356902,7966.602814640334
06:40,11297.869064169532,7701.518908794903
06:45,10965.133964555436,7863.3081266061
06:50,10021.873989987744,7663.565936297477
06:55,9542.298947103214,7703.47524758343
07:00,9311.988058244897,7427.240210643395
07:05,9181.038226175828,7669.434952663058
07:10,9016.58514759786,7755.513859358253
07:15,9008.92726268154,7589.616330091149
07:20,9156.150100197789,7940.779142631776
07:25,9506.115440873604,7952.712809241792
07:30,9667.696812607952,7986.166202525606
07:35,9811.665049034764,7961.9076015478695
07:40,10321.10584309294,8323.43900966769
07:45,10887.597879777699,8132.500343907438
07:50,10761.242778658421,8084.765677467375
07:55,10987.533277935672,8039.378617573545
08:00,11481.083960792485,8354.34916252642
08:05,11960.084662308289,8470.164418807228
08:10,12261.61388088838,8448.05779049687
08:15,12978.200461933007,8706.098876703603
08:20,12886.880184305894,9019.11308286795
08:25,13420.25186872757,9268.546278405165
08:30,14141.816074967805,9172.685677767333
08:35,14068.68327401695,9328.214611455243
08:40,14191.783774046791,9386.3178734745
08:45,14477.231434302612,9398.838441721075
08:50,14680.931173076719,9285.175158107646
08:55,14415.776907849146,8760.093827266954
09:00,14835.429001263472,9509.567217151713
09:05,15058.656346574195,10463.282376558707
09:10,15220.42916543145,11314.485383446878
09:15,15261.59029685667,11986.879025063665
09:20,15817.169847535672,12477.333159347427
09:25,15886.856600274183,12847.863725894473
09:30,15792.47316868054,12973.851943875621
09:35,15721.063391835858,13325.79729193166
09:40,15835.357324211931,13506.367362112716
09:45,15647.164802393372,13369.03237915811
09:50,15452.845972641757,13825.641852400351
09:55,15079.715530094074,14141.394932868636
10:00,15341.232299986395,14829.048017035935
10:05,16114.678676534697,16328.386064563158
10:10,16475.939397462083,16609.511948474512
10:15,17096.610969929807,17618.591495596826
10:20,16698.9752956499,18050.15983234592
10:25,17469.54996535458,19258.003400382593
10:30,17897.43428505395,20798.424562468885
10:35,18542.802536376803,20627.44055235161
10:40,18438.84674863776,21432.082696072834
10:45,19039.79926744596,21570.98275005826
10:50,18946.18162434395,21492.924832396027
10:55,19623.13865094662,22724.24446589503
11:00,21233.783295971585,24872.108821819005
11:05,23049.659256753923,25181.014716527447
11:10,24745.689318595854,26927.829620803353
11:15,25627.68621383299,28159.931789817765
11:20,28171.252688788616,29508.044848991838
11:25,29259.821029643477,31137.08815819841
11:30,29987.32009669386,31975.18369520345
11:35,31021.70890176576,32522.762922112204
11:40,32531.2694658953,33642.3756107863
11:45,33403.31111074122,33384.13889070071
11:50,34368.396057320424,33986.49560368823
11:55,35469.02556691849,34976.79429844068
12:00,36432.77038363734,34800.332539715535
12:05,36178.33715729261,36341.14496955953
12:10,35765.57716030298,36180.13828726375
12:15,36636.087228165634,36677.6352411862
12:20,36812.02713411808,36117.53544603087
12:25,37557.3307835989,36129.664746519746
12:30,38299.5712791132,35675.598513702585
12:35,39412.45340457738,36200.28857678558
12:40,39174.10173655693,35697.31387425524
12:45,39462.99544502509,35842.2785784851
12:50,38932.304020324125,37141.483167946
12:55,38772.254225573044,35395.25516530665
13:00,38496.95326283135,35595.77989113068
13:05,38480.87170450707,36251.544653044984
13:10,37788.40746094885,35635.68920241663
13:15,36902.390176130655,34950.188090916716
13:20,36470.294019727306,35727.832759356264
13:25,36792.499527581465,36493.5437611858
13:30,36130.28392944271,37786.68370040225
13:35,36029.3912956702,37195.08685075164
13:40,35947.64337418848,37204.477276936566
13:45,35911.076973713054,38229.99006988251
13:50,35596.720797898124,38982.39796795006
13:55,35941.32561913251,38548.48202465473
14:00,35454.66703270039,38946.98823587772
14:05,35225.31337945662,40428.91486818705
14:10,35872.97899625436,40349.87878113055
14:15,36319.2422397529,39223.223272817755
14:20,36549.55312861122,39246.89497215893
14:25,36413.81711846945,38365.95561568515
14:30,36365.38099637373,38549.460194048996
14:35,36800.34885962069,38550.63399732211
14:40,36434.1105134977,39556.583402382785
14:45,36394.67240617865,40558.81576374525
14:50,36338.00405779788,40691.06426584969
14:55,36461.48745207354,40365.13822368106
15:00,36294.545560897765,41227.29672778498
15:05,36085.67674980514,41248.03391894337
15:10,36215.09500489095,41343.11198406579
15:15,36032.45444963672,41474.96921841252
15:20,35918.35196438355,41305.354645447216
15:25,35966.78808647928,41279.922241196364
15:30,35798.12317119734,42356.49547652287
15:35,35532.58601172394,42616.68853539698
15:40,35899.398699215664,41270.14054725373
15:45,34971.0716002348,40642.93833165192
15:50,34613.06548039684,40173.808290163106
15:55,34263.86592821266,40259.30029522174
16:00,34672.988429867044,41079.98441700889
16:05,35190.66145021027,40370.420338410084
16:10,34793.9830115449,39565.582560810006
16:15,33884.0348363632,38699.70701300789
16:20,32739.181041373384,37290.16491587406
16:25,32707.783713216475,37070.468069922455
16:30,32602.29634849417,36474.76290881594
16:35,32660.113379612383,37099.22625011381
16:40,33349.89736344989,37204.281643057715
16:45,33394.12164884164,37435.912155619335
16:50,33356.59801275167,36578.64449848673
16:55,33057.557606769384,37213.28080148494
17:00,32223.231045136337,36469.480794086914
17:05,31895.473570717848,35749.54811990891
17:10,30619.287049413153,35202.36016075787
17:15,29510.042419284226,34505.51228428449
17:20,28903.155039665882,34082.94310596262
17:25,28639.340904298664,33706.34788917114
17:30,28671.504020947206,32940.245619583904
17:35,28008.522634316818,32868.44798604496
17:40,27752.749278111736,31710.099789358017
17:45,27465.96148799556,30902.718771332857
17:50,26914.78522114344,29484.37314965066
17:55,26795.130769325944,28458.664722825863
18:00,24934.264734660228,26478.06733332096
18:05,23807.598416346675,25852.43018874997
18:10,23136.959144799966,25754.808883202466
18:15,22712.71232043585,24613.676467854566
18:20,22455.79028149332,24327.659736971895
18:25,21509.084258713283,23016.325847022134
18:30,20691.03070252742,22156.31931558559
18:35,20252.999685313924,21667.43025233265
18:40,19108.528784569928,21070.942555710717
18:45,18317.660719837,21325.26659821925
18:50,17970.567086004805,20501.45233437046
18:55,17650.08460225682,19903.008298959998
19:00,17551.680781082112,19601.732125526814
19:05,17322.51857496124,19522.304770712613
19:10,17741.596327006842,18452.77435502481
19:15,18336.613985004893,17866.263986224363
19:20,18121.235971733397,17792.901281654595
19:25,18402.280348162334,17375.4185841829
19:30,18727.549009983017,17336.68307617006
19:35,18718.55099520634,16821.77470702971
19:40,18841.460048113277,16076.409628600857
19:45,17827.364638069623,17347.63857338581
19:50,17856.656047874545,16848.185280674825
19:55,17815.30346932642,16107.711049217292
20:00,17615.241225887563,16390.010736401764
20:05,17232.155532948665,15636.037767303393
20:10,17244.21670169187,14718.906143241857
20:15,17018.500543783342,15179.819561818857
20:20,17008.162399146313,14479.059007768425
20:25,17135.091841634312,14698.168952083468
20:30,16856.727724926088,14922.365377248681
20:35,16680.022030482007,15896.035192298654
20:40,16647.667466710554,15299.743129555573
20:45,16193.171996926974,15387.191473402736
20:50,15931.655227034653,15925.771541884265
20:55,16143.778639216713,15963.137612745135
21:00,17030.37026540364,16582.318839313983
21:05,17504.584788846743,17186.827524968878
21:10,18348.29225950228,18056.420116469206
21:15,19450.2618989607,18685.187403101838
21:20,20924.02185110645,19251.3518485016
21:25,21897.91336533942,19293.021864697228
21:30,23222.344561616934,20041.517085187723
21:35,24396.106872165852,20684.761278855454
21:40,25356.02274642654,21257.772910015065
21:45,26104.00665562808,22111.127889570613
21:50,27528.373250063567,22271.156402472137
21:55,28467.229940804376,23450.437424196312
22:00,29851.58408655209,24378.32891159475
22:05,31393.8821086989,25443.164114190087
22:10,32728.460002490538,26419.572803543997
22:15,34313.83362729165,27734.036835555402
22:20,35221.67588412136,28801.415278575823
22:25,36535.768935761844,29869.576257111657
22:30,37621.465569773085,30121.357059195103
22:35,38958.14938191671,30741.320821279365
22:40,40073.13742573287,31241.752283384612
22:45,40558.072988058826,31675.472592801085
22:50,40831.84237381726,32359.79990102789
22:55,41546.5144836328,33155.638520200744
23:00,41522.009251900585,32680.835096225197
23:05,41540.771069945564,32103.51951973083
23:10,41482.76259170444,31034.96727343729
23:15,41584.42101396859,30501.082418048227
23:20,41798.26745025682,29748.87015385953
23:25,41183.53073859925,28898.645316365622
23:30,40342.88642191024,27704.104852090935
23:35,39665.92939530757,27409.480230538742
23:40,39505.113812064854,26716.54503164242
23:45,38700.84444872836,26532.84481939972
23:50,37806.2120433793,26223.156389175867
23:55,37669.90169186881,26409.2042079648
