time,weekday_power,weekend_power
00:00,33763.60358418214,30837.601162906114
00:05,36595.16624069676,34259.22720831333
00:10,38717.828050406824,37431.3188773861
00:15,41781.444098756256,40099.9934549339
00:20,43848.97879672447,42937.04776778951
00:25,46340.542826894045,45564.30549405475
00:30,49032.74150608071,47430.819184807624
00:35,51352.03846605024,50103.024096872236
00:40,53360.19916184323,52514.54394187248
00:45,55705.59594360228,54261.02625905385
00:50,57830.071958934364,56348.0566985274
00:55,60055.11269045073,57624.66010209348
01:00,58514.192406219954,56511.05482634006
01:05,57391.941301216386,55028.529593580104
01:10,55888.99563921018,53708.78722433301
01:15,54205.28912613719,52062.83333516078
01:20,52865.333346491156,50538.89125111826
01:25,50540.92362522321,48975.55580021135
01:30,49408.570693460664,47588.56486370504
01:35,47350.107023602555,45996.599260924006
01:40,46085.44077727037,44653.09171297839
01:45,44476.73517388955,43136.03808652965
01:50,42817.932756173395,41982.695021032145
01:55,41922.95213727387,40667.688466380765
02:00,39858.01505190082,39507.15557326977
02:05,38795.550268532024,38086.84172315358
02:10,37196.16308493704,37088.704217815786
02:15,36029.95872554543,36210.29671602977
02:20,34733.33772109811,35223.352954281865
02:25,33974.9997710935,34272.530542041306
02:30,32910.885709886505,33320.072121122226
02:35,32514.06946201545,32433.140153063916
02:40,31695.07931951101,31583.23364457214
02:45,31116.512653870257,31032.630618529827
02:50,30340.609894888807,30827.56984653518
02:55,29949.77227918123,30520.301584992918
03:00,29191.681720852346,29768.168121472765
03:05,28456.43366058254,29528.191480049678
03:10,27779.52880383908,28883.259637832627
03:15,27500.42976166959,28621.799619288962
03:20,27486.328436152977,28180.981386147414
03:25,26730.50563485162,27914.05365438869
03:30,26376.7355385576,27116.88689934924
03:35,25787.036247508993,26832.996340765847
03:40,25153.21877428852,26269.64966817505
03:45,24765.39109063566,26322.475527347302
03:50,24879.150029525546,25652.960502092472
03:55,24790.78996934395,25239.179465006488
04:00,24639.96351104051,24861.175354548162
04:05,24248.17756057597,24604.924732059786
04:10,24142.50008309327,24484.46282988867
04:15,23679.712721694195,24526.396315490765
04:20,23543.2349805831,24555.672260264302
04:25,23251.354035167555,24348.286633831758
04:30,22879.153259031646,24201.261117064652
04:35,22626.030342813818,24061.726797930776
04:40,22615.804820216974,23802.161105225397
04:45,22140.2767875178,24139.52331588046
04:50,22070.100015502365,23865.836285107842
04:55,22117.18689778299,23721.910574257934
05:00,22656.41828698266,23593.699157293824
05:05,23323.138853075234,23358.070854726808
05:10,23967.34677667637,23326.211738355603
05:15,24276.009124095603,23394.62273283377
05:20,24614.853255953905,23407.883013701783
05:25,25499.443424472774,23433.88694111828
05:30,25938.852272515356,23432.681461039367
05:35,26435.20243792181,23522.44667405823
05:40,26991.751244422587,23551.292090232157
05:45,27202.85880771226,23637.742233034016
05:50,27678.30437651952,23541.045509561416
05:55,28147.6888492714,23631.757885499424
06:00,29355.743633807346,25071.187205438335
06:05,30576.786481319126,26362.988268570683
06:10,31148.22002030966,27830.660264644066
06:15,32275.913742179288,28884.120695031852
06:20,33186.23264497409,29693.25614514048
06:25,33703.116319466135,30795.36630728429
06:30,34686.415766601305,31582.717010252607
06:35,35110.03277934311,32616.416177918254
06:40,35564.532519605236,33511.011555049634
06:45,36461.24488023487,34070.526523103894
06:50,36721.047371697416,34662.37418898893
06:55,37210.924121588934,34823.65020240315
07:00,37390.40678233111,35066.941914043244
07:05,37760.33980143949,35428.413726276514
07:10,38051.18994820616,35709.37669038255
07:15,38200.24343283354,35817.69768604464
07:20,38071.558529507936,36040.324024903406
07:25,38449.77916975328,36300.1049819086
07:30,38867.50001422352,36495.22054325223
07:35,39073.865903728365,36567.97987658647
07:40,38854.22332762601,36425.173540095544
07:45,38638.78641001106,36391.16178072629
07:50,38430.11153153274,35798.96969196157
07:55,37775.34822976712,35669.76805921835
08:00,36254.79652683812,34167.82598661595
08:05,35110.36263491076,33184.11118936512
08:10,33700.06515546547,32007.69179092848
08:15,32474.94034530414,30984.23920393357
08:20,31377.428407873584,29708.195487546975
08:25,30416.847762959627,28810.758621658162
08:30,29482.119548159466,27416.793121838156
08:35,28800.637945414997,26448.18987843367
08:40,27624.702846778004,25522.25201925062
08:45,26313.81558903025,24900.827038572323
08:50,25590.359865303577,24492.685926141236
08:55,25037.56316588471,24025.433236983583
09:00,24940.338237322787,23932.266848027797
09:05,24721.85015570717,23998.568252367866
09:10,24627.593927254005,24015.272762032768
09:15,24167.734034017736,24211.464644875432
09:20,23935.144626885503,24254.431399116595
09:25,24069.849394320536,24252.23570325858
09:30,23905.787481365536,23613.28820857612
09:35,24205.58496040444,23799.750145067577
