time,weekday_power,weekend_power
00:00,75925.92573699493,70296.76730207576
00:05,83219.7935035974,77597.96141363952
00:10,90210.49544321587,84236.40706739122
00:15,97638.17860377813,90816.69411919249
00:20,104448.3845608498,97247.81679636949
00:25,111835.51030509365,103940.63515423851
00:30,119338.76992337561,109581.51475705249
00:35,125901.57220092058,115023.6888078833
00:40,131498.63325223746,120252.66272645567
00:45,136762.01581475997,124939.74846851655
00:50,142038.2983188596,129710.16001907554
00:55,147021.32215110646,133222.21124225078
01:00,144573.7388360336,130724.88880685667
01:05,142436.61411491627,128272.88897695029
01:10,138910.8708827514,125312.20870295422
01:15,134633.18145609624,121493.8242608262
01:20,130991.95794693312,118449.06099876539
01:25,127210.83027138584,115196.65025460135
01:30,124238.13333451444,111480.59322247663
01:35,120676.4766649989,108400.99970035128
01:40,116647.77331070388,104947.90031486294
01:45,112584.8765112685,102060.5943464894
01:50,108959.33933106317,99196.94122553027
01:55,105575.80505484424,96253.74819390615
02:00,101043.59118091181,93485.17519281268
02:05,96885.20041396168,90736.32491662119
02:10,93108.54471816111,87920.84283856707
02:15,89666.56510663687,85907.9711011308
02:20,86679.07623675706,83885.32814166813
02:25,83882.64410159516,81369.76128433546
02:30,80263.43649272365,80010.04706353405
02:35,78218.19375547951,78667.38741106652
02:40,76271.54097172864,76977.07416901062
02:45,74591.55578025959,75545.13944002155
02:50,72866.36919350439,74402.69969867042
02:55,71697.5312870864,73806.5109303813
03:00,70030.6868361039,72230.56785905495
03:05,68672.92498530874,70743.10662851369
03:10,66819.63337873187,69467.11483407862
03:15,65204.76709234403,68106.42709669156
03:20,63920.036110797366,66587.34460520143
03:25,62967.95162271889,65267.1840027135
03:30,62426.11967663643,64150.30808577827
03:35,61465.60722672758,62958.146886219045
03:40,60339.66592603398,62384.70956109838
03:45,59596.80129041398,61778.893795462216
03:50,58714.41088669605,60888.81118681478
03:55,57985.3749884467,60164.47879091758
04:00,57759.436811704305,59948.8628952799
04:05,57369.85857607584,59153.24745161084
04:10,56413.955705290544,58730.52491641751
04:15,56107.521893107034,58658.701026098075
04:20,55657.090333078864,58196.064310892885
04:25,55636.519226243916,57584.11899638408
04:30,55368.64763941488,57139.7627592873
04:35,55271.571279066666,56558.465189141716
04:40,55294.03437733293,56320.74686139268
04:45,54678.861963404124,56577.32256596755
04:50,54864.38032320495,56796.14746072091
04:55,54418.248743702476,56766.86985081158
05:00,55230.11946679892,57460.01365979798
05:05,56942.61251104226,58402.66616407079
05:10,57982.10700324717,58892.16472580609
05:15,59580.048566285855,59327.61508895262
05:20,61348.23495829806,60082.378892194
05:25,63448.65504564799,61026.942373468286
05:30,64134.79433817295,61533.459447367626
05:35,66161.49555939027,61596.77408160504
05:40,67691.11903183661,62266.48138019605
05:45,69227.79447234512,62753.9968525902
05:50,71017.41196729742,63325.30686369036
05:55,71950.30134230918,63954.6312520616
06:00,74248.17653539925,66385.53822261213
06:05,76741.95884124025,68764.01952221664
06:10,79050.05078805941,71157.9689186821
06:15,81238.84407517353,74136.92967078659
06:20,83039.19432151798,76155.64250773679
06:25,84946.94088147231,78307.11416203447
06:30,86584.95826301053,80555.0360706517
06:35,88530.09745361636,82620.65798456254
06:40,89869.59298713834,84131.12305146111
06:45,91025.9781499539,85461.01881980561
06:50,91978.95703398173,86805.44522459524
06:55,92646.48601079146,87785.92065102924
07:00,93000.73560642076,88923.4928094521
07:05,93319.72536173931,90168.2239046367
07:10,93371.04992929408,90677.33702276445
07:15,94136.7560614666,91454.09508960767
07:20,94293.55055135573,91322.9948560728
07:25,94340.36873931956,92024.64792114122
07:30,94790.28430168465,91830.70178357682
07:35,94529.05188478729,92034.1306938089
07:40,92925.02154932423,92004.56463454085
07:45,91420.02836532908,91426.04338947288
07:50,90160.30607051989,90859.67307364066
07:55,88672.03121080868,89637.44102843566
08:00,84235.34570423521,85775.32045229283
08:05,80354.08008220542,82625.74190450984
08:10,77151.42018681955,79525.88481493494
08:15,74056.15660504358,75592.91386505833
08:20,70258.06980630293,72831.04731155492
08:25,67168.92939679556,70182.54135602557
08:30,64095.44091640174,67262.24399224926
08:35,61906.71642897603,64256.1690004258
08:40,59940.318134651134,61826.09132178157
08:45,58182.00449792593,60089.80646318085
08:50,56383.16784472653,58666.12859708492
08:55,54995.09973118624,57183.89551117033
09:00,54693.61949656833,55803.521105051135
09:05,54610.337473746564,54569.24629911988
09:10,53944.63168867973,54092.944295545676
09:15,53917.31821238048,53903.2527860223
09:20,53687.76805199649,53215.08472847369
09:25,53381.60943856662,53001.920652385066
09:30,52890.104464556964,53057.483210107086
09:35,52450.30245638833,52514.33306765124
09:40,51942.939154199885,52272.90095440878
09:45,51705.64902886964,51584.11994197291
09:50,50872.41600252152,50859.28275969796
09:55,50354.73274707139,50442.14893082969
10:00,48502.78273441854,47227.597164996674
10:05,45854.579527938586,44219.3948591527
10:10,43486.01265500599,41620.64641800128
