time,weekday_power,weekend_power
00:00,24418.102275172387,21868.82349723897
00:05,26972.62307569254,24136.862404077776
00:10,29323.145247170512,26209.363450174624
00:15,31789.122329127338,28237.910202139512
00:20,34163.750945100466,30301.185119061032
00:25,36095.632201616754,32307.647909150386
00:30,38220.76774705716,34314.55131032916
00:35,40079.91255380498,36188.51032916531
00:40,41901.60319500067,38051.333904105326
00:45,43662.48115879452,39644.28986270417
00:50,45141.7480982623,41009.703573248094
00:55,46718.850381080905,42280.82651065717
01:00,45931.91017152331,41596.423970283526
01:05,45034.419763642494,40740.1296976332
01:10,44095.18896081841,40021.853510779365
01:15,42975.001607759565,39022.37398592031
01:20,41787.80236633384,38070.40034761093
01:25,40404.7886050054,36976.60334591465
01:30,39157.43831890264,36178.77682964459
01:35,38072.677083261195,35144.70265834085
01:40,36855.71875253925,33922.3807370473
01:45,35603.16170455866,32932.3142672803
01:50,34345.858160943586,31936.66672371404
01:55,33202.95954543973,31078.82363632516
02:00,31904.16012332316,29975.840561007135
02:05,30520.384046029183,29117.263121802567
02:10,29214.45049714078,28321.50614246764
02:15,28396.24094967599,27637.904713165655
02:20,27417.61423308567,26963.58282044378
02:25,26490.451035829265,26396.102440979474
02:30,25791.191545628717,25796.537563095033
02:35,24910.2994891485,25184.048093254412
02:40,24474.585573222772,24747.869818435818
02:45,23846.998167102967,24323.107376388434
02:50,23339.74161697744,23756.26788578146
02:55,23091.082779010783,23211.712634817937
03:00,22562.653981691426,22740.539158018826
03:05,21790.67242504251,22321.945271223256
03:10,20998.324087125617,21944.368271296873
03:15,20544.78923759041,21455.63711017713
03:20,20114.411533423452,20971.846133999312
03:25,20023.06306743975,20711.565146815716
03:30,19395.187994917855,20618.10218845493
03:35,19045.471949896957,20172.12365485965
03:40,18850.577962480933,20007.682255549444
03:45,18435.647944106215,19884.765113453814
03:50,18119.157368526718,19721.431917792743
03:55,18025.75208776807,19676.422827416427
04:00,17929.542059589046,19583.520646805806
04:05,17715.618939674765,19425.060876830692
04:10,17551.08814099935,19341.424880948984
04:15,17371.555539454934,19228.14777541571
04:20,17122.350135324305,19166.956241391785
04:25,17099.207373276156,19131.533780173046
04:30,16996.46731776969,19076.75113472243
04:35,17010.160238509176,19060.555339223625
04:40,16983.896295998355,18936.03597498467
04:45,16778.358651704995,18979.91015800946
04:50,16679.502092626743,18865.564904380637
04:55,16607.959458426943,18984.823639249
05:00,16995.47486868248,19123.70959537313
05:05,17444.536505665186,19184.767610885112
05:10,17819.07816118646,19320.849678258415
05:15,18355.619151044753,19523.517427538183
05:20,18583.494091460405,19621.867163436116
05:25,19090.779408226143,19704.3816038175
05:30,19437.70508914677,19970.470646270656
05:35,19658.71918587257,20225.77139295874
05:40,20046.234596128106,20595.17705995415
05:45,20381.8837540868,20777.656810227985
05:50,20734.34701324766,20960.630578996017
05:55,21114.97281317314,21195.049030416063
06:00,21929.38516413034,22073.947987138505
