time,weekday_power,weekend_power
00:00,19038.248045351178,18150.22869204472
00:05,20649.503388846562,19837.13784007248
00:10,22102.516426447266,21029.99910479804
00:15,23583.46772426949,22306.42716450022
00:20,25442.233702719343,23764.28150375618
00:25,26678.08823127023,25038.768070940365
00:30,28090.24435712299,26472.1678661399
00:35,29767.255189875734,27730.502867908435
00:40,31106.816540368898,28930.799635894396
00:45,32117.77924944066,29941.160603928558
00:50,33262.04098568133,31098.20752794985
00:55,34328.030892085386,31804.745571093736
01:00,33570.25587244511,31321.355242464775
01:05,32921.19421097881,30763.15548936589
01:10,31958.10650462264,30119.28221536661
01:15,31565.540422598046,29185.71347267181
01:20,30806.424366467138,28255.201547984067
01:25,29556.488954764605,27390.576443853766
01:30,28641.410354773096,26323.16864247175
01:35,27899.951279102184,25349.985190739597
01:40,27016.78934758774,24665.134032105212
01:45,26199.695813845137,23752.054231727965
01:50,25391.184913642584,23327.81746237064
01:55,24696.70681636018,22808.241017874396
02:00,23870.53893569763,22231.493814975955
02:05,22870.840933147185,21468.032863538556
02:10,21998.273189908738,20862.204581221657
02:15,21509.64419393848,20466.2640326053
02:20,20748.91889401881,19832.18083789888
02:25,19974.470320678334,19238.331977501515
02:30,19359.783894588585,18801.124385789935
02:35,19021.082778271077,18177.53351235097
02:40,18986.439335596395,17929.394245210806
02:45,18680.54891208304,17575.34036496138
02:50,18348.5529782187,17323.56596289391
02:55,18022.72581221127,16999.997646012125
03:00,17667.440544626268,16888.795563917683
03:05,17209.253076993376,16771.810312620706
03:10,16945.202991987764,16441.219575992985
03:15,16505.521827925604,16100.673526666618
03:20,16446.382118688696,15719.1909010566
03:25,15897.719389154438,15527.76800045272
03:30,15782.256147310947,15542.928165433648
03:35,15350.844708274357,15361.254035771182
03:40,15205.074041742564,15179.579906108716
03:45,15034.315395268646,15211.635186831336
03:50,14887.829509275183,15181.438781923818
03:55,14776.791687850784,14990.924665051763
04:00,14253.11693825865,15208.660985527174
04:05,14085.889687876734,15003.565020594446
04:10,14097.333199263467,15079.24192044475
04:15,13900.558444871273,15186.395784097418
04:20,13817.36948123568,15000.095119072925
04:25,13642.54302407351,14974.690482933222
04:30,13590.689613102371,14942.55258550771
04:35,13714.467281187784,14869.230261689867
04:40,13737.130797879481,14783.267582329341
04:45,13646.879042059889,14814.661929428814
04:50,13642.14071312632,14681.566421067635
04:55,13628.864451869054,14612.457549097351
05:00,13922.193833586816,14686.895198404256
05:05,14639.156642695498,15088.784149628931
05:10,14869.278504488097,15470.101541833164
05:15,15209.27595607988,15827.625323604114
05:20,15581.905295610399,15928.252467728209
05:25,15803.712731161073,16190.312649305899
05:30,16158.282779284402,16312.750602993836
05:35,16521.480162164135,16483.354094468592
05:40,16889.684081275565,16935.432692700975
05:45,17301.24818025079,17148.459861111463
05:50,17885.89538895036,17086.290792184223
05:55,18310.959255264625,17413.246393884634
06:00,19098.72879107872,17819.679263768445
06:05,19774.342975059557,18708.22190338637
06:10,20039.912901421216,19050.46159512205
06:15,20801.666329317035,19212.22509938722
06:20,21437.58583317514,19910.29493048454
06:25,22017.897023888334,20316.47995025967
06:30,22408.049240229786,20878.06698817718
06:35,22881.301017774123,21234.59936951341
06:40,23172.216533808743,21526.19502237547
06:45,23832.81110909449,21824.27608641466
06:50,24393.453764611735,22352.196817903132
06:55,24558.35655174322,22673.57579215824
07:00,24837.336843011213,22694.601743044597
07:05,24803.18511371643,22938.5275583372
07:10,25123.15642038143,22959.388275817768
07:15,24929.600153566753,23299.64516668401
07:20,25029.864981849736,23563.853382536927
07:25,25190.923464374744,23523.040731307614
07:30,24737.027313511873,23380.816077276722
07:35,24383.440692148342,23486.565456980203
07:40,24483.52671556591,23401.84202816308
07:45,24008.084578420207,23308.60907894794
07:50,23906.65751851201,22938.816716797326
07:55,23516.415899737844,22806.71260887087
08:00,22547.114724308412,22011.56815187387
08:05,21623.095881046018,20745.260638276126
08:10,20378.032901926115,19827.512994185407
08:15,19350.441340370508,19310.373742424512
08:20,18190.534178405793,18305.50678513276
08:25,17445.90131637372,17500.61355719435
08:30,16913.509829592473,16722.11636583036
08:35,16209.24216592845,16347.986626777847
08:40,15715.338426428369,15853.980051827091
08:45,15056.0401864169,15179.16682259425
08:50,14467.861581625326,14621.586694767066
08:55,13901.363066765653,14533.14551431974
09:00,13663.329089678318,14136.667957134578
09:05,13543.798037146576,13979.159213068417
09:10,13203.666481905728,13726.1042521061
09:15,13164.41881394654,13607.879750265725
09:20,13079.710008954899,13442.605036127588
09:25,13037.64616436538,13086.361813251486
09:30,13079.262996791354,13038.939825790705
09:35,12853.879463932324,12809.802400316014
09:40,12707.259474289798,12372.470883550091
09:45,12684.05954300185,12040.971363190547
09:50,12548.793662313348,11964.84007147433
09:55,12304.635618585458,11618.263002836748
10:00,11700.632783204419,10997.15063048458
10:05,11243.83105327851,10301.35275871683
10:10,10523.33684807783,9301.277570192891
10:15,10147.35491732073,8796.819982326128
10:20,9587.606286130575,8428.803879287721
10:25,9257.219596054993,7812.855050866389
10:30,8788.482641362452,7374.8212921258755
10:35,8358.322836383786,6979.417752078327
10:40,8030.8417253712405,6778.039538775799
10:45,7968.394126124103,6553.859115474707
10:50,7875.460297323247,6391.269444180605
10:55,7575.246928286903,6115.081806408153
11:00,7664.962269510242,6356.69435401974
11:05,8068.2566434598975,6481.610808794478
11:10,7902.281027135904,6742.225198071534
11:15,8048.275199749468,7053.153159410637
11:20,7974.473491548306,7285.2234778380425
11:25,7952.480493101927,7561.741582422068
11:30,8187.027775313614,7581.280432656344
11:35,8198.873597647538,7823.388680485291
11:40,8420.099917385605,8217.387736583652
11:45,8458.542963450414,8391.295896174144
11:50,8370.705073313962,8612.212959710949
11:55,8604.224227549497,8765.590868632442
12:00,10904.77232723017,10733.025031334557
12:05,13273.132172120511,12427.74145778574
12:10,16099.992393158227,14243.078270461207
12:15,18535.8063735274,15712.457639770792
12:20,20618.257238614817,17509.41223605249
12:25,22805.48775483701,19476.185465131457
12:30,24459.38805873452,21104.560679159284
12:35,26568.302043903754,22361.078113464166
12:40,28410.349767437052,23830.994491342557
12:45,29757.465623494114,25000.97092936666
12:50,30971.327153598628,26063.75219538665
12:55,31835.80397667692,26841.092752910132
13:00,31168.459517721658,26646.736959353537
13:05,30535.31148927753,26270.748344485924
13:10,29927.77725780449,26016.908524846123
13:15,29394.4470454798,25762.490388286067
13:20,28160.648772881214,25314.749166955586
13:25,27323.35028934641,24703.55079895062
13:30,26428.834248877938,24084.751694279465
13:35,25884.73104341183,23389.986531297884
13:40,25417.469228858987,23044.276938040683
13:45,24754.23728180833,22297.050168721824
13:50,24112.149010093315,21486.539004986662
13:55,23684.62657687956,20981.874875362668
14:00,22294.597553122247,19275.302952046288
14:05,20522.194324669148,17818.35739652215
14:10,18548.993232351957,16397.184873350834
14:15,16982.30500156194,15128.357550314844
14:20,15657.584454898446,13850.153231500459
14:25,14191.295156040476,12509.903768813172
14:30,13037.780268014443,11908.371555046728
14:35,12232.353751740347,11379.74858158366
14:40,11581.593444052574,10707.000769923154
14:45,10897.262522882625,10378.55806757066
14:50,10194.78290787278,9788.509575506392
14:55,9787.10781472039,9469.443868932294
15:00,9801.367502737452,9471.09620299016
15:05,9697.526577146115,9316.892127039733
15:10,9644.198026035281,9400.665463773585
15:15,9467.44941656987,9438.338680292949
15:20,9221.45862297145,9233.490565468901
15:25,9377.01885588486,9193.132306105503
15:30,9101.480558276162,9284.010679288182
15:35,9016.77175328452,9180.781109022948
15:40,9081.096803618542,9257.821184470991
15:45,9100.810040030845,9342.668538342456
15:50,9107.470521267656,9275.83162570174
15:55,9067.105322899606,9647.730713776133
16:00,8941.852514674498,9666.195546872796
16:05,9076.850188064873,9833.287828474586
16:10,9269.91474149965,9775.99314501805
16:15,9591.942304116954,10059.244510887884
16:20,9783.442314979326,9990.094330566153
16:25,9749.648195415379,10091.795491827861
16:30,9648.93635496885,10282.22699199702
16:35,9715.04945395705,10485.918472980562
16:40,9484.212372702781,10319.98282521928
16:45,9820.454922120793,10283.424934188974
16:50,9871.861320928387,10050.982840598548
16:55,9717.37391720748,9921.605083867571
17:00,9635.570691278876,9575.069323581436
17:05,9425.072663465871,9386.000999010015
17:10,9609.196973629763,9134.928838917142
17:15,9386.674318617417,9057.806146766203
17:20,9199.77853303955,8944.414722045087
17:25,9111.851240470389,8733.824746369952
17:30,9103.358009363048,8815.16089036845
17:35,8808.374682640173,8718.33411457745
17:40,8694.878294316279,8832.345164570264
17:45,8687.547294834152,8728.37204397899
17:50,8710.121409093139,8624.564156793504
17:55,8678.74115521233,8687.311542640999
18:00,8699.750726898912,8525.05233815847
18:05,8830.23357743749,8460.1156096843
18:10,8737.389151069341,8026.99754476594
18:15,8514.061874162615,7980.484341036987
18:20,8472.310938087578,7989.7787201124875
18:25,8518.487294581702,7874.487111224825
18:30,8360.334391119735,7857.881153943263
18:35,8526.22060501102,7955.24493830307
18:40,8549.062926568133,7704.5445533732145
18:45,8796.573561522604,7775.760151267278
18:50,9064.333847485632,7824.297464217118
18:55,9248.32405400046,7881.798689430886
19:00,10927.525246354575,9457.21659690408
19:05,12530.868474555222,10907.263657736621
19:10,14396.026726943759,12421.586513420187
19:15,15797.678066953225,14011.13187708814
19:20,17455.824986404405,15300.489450793128
19:25,18833.292968366124,16538.12896848688
19:30,20021.18309176871,17575.877373530184
19:35,20723.66270677856,18612.799611544557
19:40,21712.766521053003,19824.827951341373
19:45,22852.289928360096,20673.921115327725
19:50,23588.51896171754,21371.247396099
19:55,24410.976641422672,22071.91965333746
20:00,24571.096398404236,22204.684694887063
20:05,24399.577831252293,22153.999347661997
20:10,24326.26783643103,22353.642610203766
20:15,24212.54794202536,22044.738758085547
20:20,23919.93377976927,21888.42795621134
20:25,23589.94940064088,21651.978952530586
20:30,23407.25552940033,21230.592459423082
20:35,23243.202065379577,20913.71609547566
20:40,22964.355877760652,20669.914205237397
20:45,22485.963460335555,20447.262190939833
20:50,22172.38442760924,20450.48424235267
20:55,21617.821137516195,20585.232084771716
21:00,21452.158429706684,20421.69232139434
21:05,21651.436452214726,20126.213683496295
21:10,21189.851692138895,19593.70772499724
21:15,21099.46583267024,19313.182710322886
21:20,20985.522432182803,19123.82522729134
21:25,21018.82483836685,19086.73032769223
21:30,20762.016350410657,18594.871787016702
21:35,20394.885260491734,18511.84200060889
21:40,20339.589855861308,18564.551457054844
